Connected to mysqlserver
CENTURYTEX 2017-03-01 2017-03-30
CENTURYTEX 2017-03-31 2017-03-31
CENTURYTEX 2017-04-01 2017-04-30
CENTURYTEX 2017-05-01 2017-05-30
CENTURYTEX 2017-05-31 2017-05-31
CENTURYTEX 2017-06-01 2017-06-30
CESC 2016-09-01 2016-09-30
CESC 2016-10-01 2016-10-30
CESC 2016-10-31 2016-10-31
CESC 2016-11-01 2016-11-30
CESC 2016-12-01 2016-12-30
CESC 2016-12-31 2016-12-31
CESC 2017-01-01 2017-01-30
CESC 2017-01-31 2017-01-31
CESC 2017-02-01 2017-02-28
CESC 2017-03-01 2017-03-30
CESC 2017-03-31 2017-03-31
CESC 2017-04-01 2017-04-30
CESC 2017-05-01 2017-05-30
CESC 2017-05-31 2017-05-31
CESC 2017-06-01 2017-06-30
CGPOWER 2016-09-01 2016-09-30
CGPOWER 2016-10-01 2016-10-30
Commited candles: 3300000
CGPOWER 2016-10-31 2016-10-31
CGPOWER 2016-11-01 2016-11-30
CGPOWER 2016-12-01 2016-12-30
CGPOWER 2016-12-31 2016-12-31
CGPOWER 2017-01-01 2017-01-30
CGPOWER 2017-01-31 2017-01-31
CGPOWER 2017-02-01 2017-02-28
CGPOWER 2017-03-01 2017-03-30
CGPOWER 2017-03-31 2017-03-31
CGPOWER 2017-04-01 2017-04-30
CGPOWER 2017-05-01 2017-05-30
CGPOWER 2017-05-31 2017-05-31
CGPOWER 2017-06-01 2017-06-30
CHENNPETRO 2016-09-01 2016-09-30
CHENNPETRO 2016-10-01 2016-10-30
CHENNPETRO 2016-10-31 2016-10-31
CHENNPETRO 2016-11-01 2016-11-30
CHENNPETRO 2016-12-01 2016-12-30
CHENNPETRO 2016-12-31 2016-12-31
CHENNPETRO 2017-01-01 2017-01-30
CHENNPETRO 2017-01-31 2017-01-31
CHENNPETRO 2017-02-01 2017-02-28
CHENNPETRO 2017-03-01 2017-03-30
CHENNPETRO 2017-03-31 2017-03-31
CHENNPETRO 2017-04-01 2017-04-30
CHENNPETRO 2017-05-01 2017-05-30
CHENNPETRO 2017-05-31 2017-05-31
CHENNPETRO 2017-06-01 2017-06-30
CHOLAFIN 2016-09-01 2016-09-30
CHOLAFIN 2016-10-01 2016-10-30
Commited candles: 3450000
CHOLAFIN 2016-10-31 2016-10-31
CHOLAFIN 2016-11-01 2016-11-30
CHOLAFIN 2016-12-01 2016-12-30
CHOLAFIN 2016-12-31 2016-12-31
CHOLAFIN 2017-01-01 2017-01-30
CHOLAFIN 2017-01-31 2017-01-31
CHOLAFIN 2017-02-01 2017-02-28
CHOLAFIN 2017-03-01 2017-03-30
CHOLAFIN 2017-03-31 2017-03-31
CHOLAFIN 2017-04-01 2017-04-30
CHOLAFIN 2017-05-01 2017-05-30
CHOLAFIN 2017-05-31 2017-05-31
CHOLAFIN 2017-06-01 2017-06-30
CIPLA 2016-09-01 2016-09-30
CIPLA 2016-10-01 2016-10-30
CIPLA 2016-10-31 2016-10-31
CIPLA 2016-11-01 2016-11-30
CIPLA 2016-12-01 2016-12-30
CIPLA 2016-12-31 2016-12-31
CIPLA 2017-01-01 2017-01-30
CIPLA 2017-01-31 2017-01-31
CIPLA 2017-02-01 2017-02-28
CIPLA 2017-03-01 2017-03-30
CIPLA 2017-03-31 2017-03-31
CIPLA 2017-04-01 2017-04-30
CIPLA 2017-05-01 2017-05-30
CIPLA 2017-05-31 2017-05-31
CIPLA 2017-06-01 2017-06-30
COALINDIA 2016-09-01 2016-09-30
Commited candles: 3600000
COALINDIA 2016-10-01 2016-10-30
COALINDIA 2016-10-31 2016-10-31
COALINDIA 2016-11-01 2016-11-30
COALINDIA 2016-12-01 2016-12-30
COALINDIA 2016-12-31 2016-12-31
COALINDIA 2017-01-01 2017-01-30
COALINDIA 2017-01-31 2017-01-31
COALINDIA 2017-02-01 2017-02-28
COALINDIA 2017-03-01 2017-03-30
COALINDIA 2017-03-31 2017-03-31
COALINDIA 2017-04-01 2017-04-30
COALINDIA 2017-05-01 2017-05-30
COALINDIA 2017-05-31 2017-05-31
COALINDIA 2017-06-01 2017-06-30
COLPAL 2016-09-01 2016-09-30
COLPAL 2016-10-01 2016-10-30
COLPAL 2016-10-31 2016-10-31
COLPAL 2016-11-01 2016-11-30
COLPAL 2016-12-01 2016-12-30
COLPAL 2016-12-31 2016-12-31
COLPAL 2017-01-01 2017-01-30
COLPAL 2017-01-31 2017-01-31
COLPAL 2017-02-01 2017-02-28
COLPAL 2017-03-01 2017-03-30
COLPAL 2017-03-31 2017-03-31
COLPAL 2017-04-01 2017-04-30
COLPAL 2017-05-01 2017-05-30
COLPAL 2017-05-31 2017-05-31
COLPAL 2017-06-01 2017-06-30
CONCOR 2016-09-01 2016-09-30
Commited candles: 3750000
CONCOR 2016-10-01 2016-10-30
CONCOR 2016-10-31 2016-10-31
CONCOR 2016-11-01 2016-11-30
CONCOR 2016-12-01 2016-12-30
CONCOR 2016-12-31 2016-12-31
CONCOR 2017-01-01 2017-01-30
CONCOR 2017-01-31 2017-01-31
CONCOR 2017-02-01 2017-02-28
CONCOR 2017-03-01 2017-03-30
CONCOR 2017-03-31 2017-03-31
CONCOR 2017-04-01 2017-04-30
CONCOR 2017-05-01 2017-05-30
CONCOR 2017-05-31 2017-05-31
CONCOR 2017-06-01 2017-06-30
CUMMINSIND 2016-09-01 2016-09-30
CUMMINSIND 2016-10-01 2016-10-30
CUMMINSIND 2016-10-31 2016-10-31
CUMMINSIND 2016-11-01 2016-11-30
CUMMINSIND 2016-12-01 2016-12-30
CUMMINSIND 2016-12-31 2016-12-31
CUMMINSIND 2017-01-01 2017-01-30
CUMMINSIND 2017-01-31 2017-01-31
CUMMINSIND 2017-02-01 2017-02-28
CUMMINSIND 2017-03-01 2017-03-30
CUMMINSIND 2017-03-31 2017-03-31
CUMMINSIND 2017-04-01 2017-04-30
CUMMINSIND 2017-05-01 2017-05-30
CUMMINSIND 2017-05-31 2017-05-31
CUMMINSIND 2017-06-01 2017-06-30
Commited candles: 3900000
DABUR 2016-09-01 2016-09-30
DABUR 2016-10-01 2016-10-30
DABUR 2016-10-31 2016-10-31
DABUR 2016-11-01 2016-11-30
DABUR 2016-12-01 2016-12-30
DABUR 2016-12-31 2016-12-31
DABUR 2017-01-01 2017-01-30
DABUR 2017-01-31 2017-01-31
DABUR 2017-02-01 2017-02-28
DABUR 2017-03-01 2017-03-30
DABUR 2017-03-31 2017-03-31
DABUR 2017-04-01 2017-04-30
DABUR 2017-05-01 2017-05-30
DABUR 2017-05-31 2017-05-31
DABUR 2017-06-01 2017-06-30
DALMIABHA 2016-09-01 2016-09-30
DALMIABHA 2016-10-01 2016-10-30
DALMIABHA 2016-10-31 2016-10-31
DALMIABHA 2016-11-01 2016-11-30
DALMIABHA 2016-12-01 2016-12-30
DALMIABHA 2016-12-31 2016-12-31
DALMIABHA 2017-01-01 2017-01-30
DALMIABHA 2017-01-31 2017-01-31
DALMIABHA 2017-02-01 2017-02-28
DALMIABHA 2017-03-01 2017-03-30
DALMIABHA 2017-03-31 2017-03-31
DALMIABHA 2017-04-01 2017-04-30
DALMIABHA 2017-05-01 2017-05-30
DALMIABHA 2017-05-31 2017-05-31
DALMIABHA 2017-06-01 2017-06-30
Commited candles: 4050000
DCBBANK 2016-09-01 2016-09-30
DCBBANK 2016-10-01 2016-10-30
DCBBANK 2016-10-31 2016-10-31
DCBBANK 2016-11-01 2016-11-30
DCBBANK 2016-12-01 2016-12-30
DCBBANK 2016-12-31 2016-12-31
DCBBANK 2017-01-01 2017-01-30
DCBBANK 2017-01-31 2017-01-31
DCBBANK 2017-02-01 2017-02-28
DCBBANK 2017-03-01 2017-03-30
DCBBANK 2017-03-31 2017-03-31
DCBBANK 2017-04-01 2017-04-30
DCBBANK 2017-05-01 2017-05-30
DCBBANK 2017-05-31 2017-05-31
DCBBANK 2017-06-01 2017-06-30
DHFL 2016-09-01 2016-09-30
DHFL 2016-10-01 2016-10-30
DHFL 2016-10-31 2016-10-31
DHFL 2016-11-01 2016-11-30
DHFL 2016-12-01 2016-12-30
DHFL 2016-12-31 2016-12-31
DHFL 2017-01-01 2017-01-30
DHFL 2017-01-31 2017-01-31
DHFL 2017-02-01 2017-02-28
DHFL 2017-03-01 2017-03-30
DHFL 2017-03-31 2017-03-31
DHFL 2017-04-01 2017-04-30
DHFL 2017-05-01 2017-05-30
DHFL 2017-05-31 2017-05-31
DHFL 2017-06-01 2017-06-30
Commited candles: 4200000
DISHTV 2016-09-01 2016-09-30
DISHTV 2016-10-01 2016-10-30
DISHTV 2016-10-31 2016-10-31
DISHTV 2016-11-01 2016-11-30
DISHTV 2016-12-01 2016-12-30
DISHTV 2016-12-31 2016-12-31
DISHTV 2017-01-01 2017-01-30
DISHTV 2017-01-31 2017-01-31
DISHTV 2017-02-01 2017-02-28
Repeated candle {'volume': 3263, 'cdate': datetime.datetime(2017, 2, 21, 13, 27), 'high': 92.6, 'low': 92.5, 'close': 92.5, 'tradingsymbol_no': 164, 'open': 92.55}
DISHTV 2017-03-01 2017-03-30
DISHTV 2017-03-31 2017-03-31
DISHTV 2017-04-01 2017-04-30
DISHTV 2017-05-01 2017-05-30
DISHTV 2017-05-31 2017-05-31
DISHTV 2017-06-01 2017-06-30
DIVISLAB 2016-09-01 2016-09-30
DIVISLAB 2016-10-01 2016-10-30
DIVISLAB 2016-10-31 2016-10-31
DIVISLAB 2016-11-01 2016-11-30
DIVISLAB 2016-12-01 2016-12-30
DIVISLAB 2016-12-31 2016-12-31
DIVISLAB 2017-01-01 2017-01-30
DIVISLAB 2017-01-31 2017-01-31
DIVISLAB 2017-02-01 2017-02-28
DIVISLAB 2017-03-01 2017-03-30
DIVISLAB 2017-03-31 2017-03-31
DIVISLAB 2017-04-01 2017-04-30
DIVISLAB 2017-05-01 2017-05-30
Commited candles: 4350000
DIVISLAB 2017-05-31 2017-05-31
DIVISLAB 2017-06-01 2017-06-30
DLF 2016-09-01 2016-09-30
DLF 2016-10-01 2016-10-30
DLF 2016-10-31 2016-10-31
DLF 2016-11-01 2016-11-30
DLF 2016-12-01 2016-12-30
DLF 2016-12-31 2016-12-31
DLF 2017-01-01 2017-01-30
DLF 2017-01-31 2017-01-31
DLF 2017-02-01 2017-02-28
DLF 2017-03-01 2017-03-30
DLF 2017-03-31 2017-03-31
DLF 2017-04-01 2017-04-30
DLF 2017-05-01 2017-05-30
DLF 2017-05-31 2017-05-31
DLF 2017-06-01 2017-06-30
DRREDDY 2016-09-01 2016-09-30
DRREDDY 2016-10-01 2016-10-30
DRREDDY 2016-10-31 2016-10-31
DRREDDY 2016-11-01 2016-11-30
DRREDDY 2016-12-01 2016-12-30
DRREDDY 2016-12-31 2016-12-31
DRREDDY 2017-01-01 2017-01-30
DRREDDY 2017-01-31 2017-01-31
DRREDDY 2017-02-01 2017-02-28
DRREDDY 2017-03-01 2017-03-30
DRREDDY 2017-03-31 2017-03-31
DRREDDY 2017-04-01 2017-04-30
DRREDDY 2017-05-01 2017-05-30
Commited candles: 4500000
DRREDDY 2017-05-31 2017-05-31
DRREDDY 2017-06-01 2017-06-30
EICHERMOT 2016-09-01 2016-09-30
EICHERMOT 2016-10-01 2016-10-30
EICHERMOT 2016-10-31 2016-10-31
EICHERMOT 2016-11-01 2016-11-30
EICHERMOT 2016-12-01 2016-12-30
EICHERMOT 2016-12-31 2016-12-31
EICHERMOT 2017-01-01 2017-01-30
EICHERMOT 2017-01-31 2017-01-31
EICHERMOT 2017-02-01 2017-02-28
EICHERMOT 2017-03-01 2017-03-30
EICHERMOT 2017-03-31 2017-03-31
EICHERMOT 2017-04-01 2017-04-30
EICHERMOT 2017-05-01 2017-05-30
EICHERMOT 2017-05-31 2017-05-31
EICHERMOT 2017-06-01 2017-06-30
ENGINERSIN 2016-09-01 2016-09-30
ENGINERSIN 2016-10-01 2016-10-30
ENGINERSIN 2016-10-31 2016-10-31
ENGINERSIN 2016-11-01 2016-11-30
ENGINERSIN 2016-12-01 2016-12-30
ENGINERSIN 2016-12-31 2016-12-31
ENGINERSIN 2017-01-01 2017-01-30
ENGINERSIN 2017-01-31 2017-01-31
ENGINERSIN 2017-02-01 2017-02-28
Repeated candle {'volume': 10647, 'cdate': datetime.datetime(2017, 2, 21, 13, 27), 'high': 153.05, 'low': 152.7, 'close': 152.8, 'tradingsymbol_no': 142, 'open': 153}
ENGINERSIN 2017-03-01 2017-03-30
ENGINERSIN 2017-03-31 2017-03-31
ENGINERSIN 2017-04-01 2017-04-30
Commited candles: 4650000
ENGINERSIN 2017-05-01 2017-05-30
ENGINERSIN 2017-05-31 2017-05-31
ENGINERSIN 2017-06-01 2017-06-30
EQUITAS 2016-09-01 2016-09-30
EQUITAS 2016-10-01 2016-10-30
EQUITAS 2016-10-31 2016-10-31
EQUITAS 2016-11-01 2016-11-30
EQUITAS 2016-12-01 2016-12-30
EQUITAS 2016-12-31 2016-12-31
EQUITAS 2017-01-01 2017-01-30
EQUITAS 2017-01-31 2017-01-31
EQUITAS 2017-02-01 2017-02-28
EQUITAS 2017-03-01 2017-03-30
EQUITAS 2017-03-31 2017-03-31
EQUITAS 2017-04-01 2017-04-30
EQUITAS 2017-05-01 2017-05-30
EQUITAS 2017-05-31 2017-05-31
EQUITAS 2017-06-01 2017-06-30
ESCORTS 2016-09-01 2016-09-30
ESCORTS 2016-10-01 2016-10-30
ESCORTS 2016-10-31 2016-10-31
ESCORTS 2016-11-01 2016-11-30
ESCORTS 2016-12-01 2016-12-30
ESCORTS 2016-12-31 2016-12-31
ESCORTS 2017-01-01 2017-01-30
ESCORTS 2017-01-31 2017-01-31
ESCORTS 2017-02-01 2017-02-28
ESCORTS 2017-03-01 2017-03-30
ESCORTS 2017-03-31 2017-03-31
ESCORTS 2017-04-01 2017-04-30
Commited candles: 4800000
ESCORTS 2017-05-01 2017-05-30
ESCORTS 2017-05-31 2017-05-31
ESCORTS 2017-06-01 2017-06-30
EXIDEIND 2016-09-01 2016-09-30
EXIDEIND 2016-10-01 2016-10-30
EXIDEIND 2016-10-31 2016-10-31
EXIDEIND 2016-11-01 2016-11-30
EXIDEIND 2016-12-01 2016-12-30
EXIDEIND 2016-12-31 2016-12-31
EXIDEIND 2017-01-01 2017-01-30
EXIDEIND 2017-01-31 2017-01-31
EXIDEIND 2017-02-01 2017-02-28
EXIDEIND 2017-03-01 2017-03-30
EXIDEIND 2017-03-31 2017-03-31
EXIDEIND 2017-04-01 2017-04-30
EXIDEIND 2017-05-01 2017-05-30
EXIDEIND 2017-05-31 2017-05-31
EXIDEIND 2017-06-01 2017-06-30
FEDERALBNK 2016-09-01 2016-09-30
FEDERALBNK 2016-10-01 2016-10-30
FEDERALBNK 2016-10-31 2016-10-31
FEDERALBNK 2016-11-01 2016-11-30
FEDERALBNK 2016-12-01 2016-12-30
FEDERALBNK 2016-12-31 2016-12-31
FEDERALBNK 2017-01-01 2017-01-30
FEDERALBNK 2017-01-31 2017-01-31
FEDERALBNK 2017-02-01 2017-02-28
FEDERALBNK 2017-03-01 2017-03-30
FEDERALBNK 2017-03-31 2017-03-31
FEDERALBNK 2017-04-01 2017-04-30
Commited candles: 4950000
FEDERALBNK 2017-05-01 2017-05-30
FEDERALBNK 2017-05-31 2017-05-31
FEDERALBNK 2017-06-01 2017-06-30
FORTIS 2016-09-01 2016-09-30
FORTIS 2016-10-01 2016-10-30
FORTIS 2016-10-31 2016-10-31
FORTIS 2016-11-01 2016-11-30
FORTIS 2016-12-01 2016-12-30
FORTIS 2016-12-31 2016-12-31
FORTIS 2017-01-01 2017-01-30
FORTIS 2017-01-31 2017-01-31
FORTIS 2017-02-01 2017-02-28
FORTIS 2017-03-01 2017-03-30
FORTIS 2017-03-31 2017-03-31
FORTIS 2017-04-01 2017-04-30
FORTIS 2017-05-01 2017-05-30
FORTIS 2017-05-31 2017-05-31
FORTIS 2017-06-01 2017-06-30
GAIL 2016-09-01 2016-09-30
GAIL 2016-10-01 2016-10-30
GAIL 2016-10-31 2016-10-31
GAIL 2016-11-01 2016-11-30
GAIL 2016-12-01 2016-12-30
GAIL 2016-12-31 2016-12-31
GAIL 2017-01-01 2017-01-30
GAIL 2017-01-31 2017-01-31
GAIL 2017-02-01 2017-02-28
GAIL 2017-03-01 2017-03-30
Commited candles: 5100000
GAIL 2017-03-31 2017-03-31
GAIL 2017-04-01 2017-04-30
GAIL 2017-05-01 2017-05-30
GAIL 2017-05-31 2017-05-31
GAIL 2017-06-01 2017-06-30
GLENMARK 2016-09-01 2016-09-30
GLENMARK 2016-10-01 2016-10-30
GLENMARK 2016-10-31 2016-10-31
GLENMARK 2016-11-01 2016-11-30
GLENMARK 2016-12-01 2016-12-30
GLENMARK 2016-12-31 2016-12-31
GLENMARK 2017-01-01 2017-01-30
GLENMARK 2017-01-31 2017-01-31
GLENMARK 2017-02-01 2017-02-28
GLENMARK 2017-03-01 2017-03-30
GLENMARK 2017-03-31 2017-03-31
GLENMARK 2017-04-01 2017-04-30
GLENMARK 2017-05-01 2017-05-30
GLENMARK 2017-05-31 2017-05-31
GLENMARK 2017-06-01 2017-06-30
GMRINFRA 2016-09-01 2016-09-30
GMRINFRA 2016-10-01 2016-10-30
GMRINFRA 2016-10-31 2016-10-31
GMRINFRA 2016-11-01 2016-11-30
GMRINFRA 2016-12-01 2016-12-30
GMRINFRA 2016-12-31 2016-12-31
GMRINFRA 2017-01-01 2017-01-30
GMRINFRA 2017-01-31 2017-01-31
GMRINFRA 2017-02-01 2017-02-28
GMRINFRA 2017-03-01 2017-03-30
Commited candles: 5250000
GMRINFRA 2017-03-31 2017-03-31
GMRINFRA 2017-04-01 2017-04-30
GMRINFRA 2017-05-01 2017-05-30
GMRINFRA 2017-05-31 2017-05-31
GMRINFRA 2017-06-01 2017-06-30
GODFRYPHLP 2016-09-01 2016-09-30
GODFRYPHLP 2016-10-01 2016-10-30
GODFRYPHLP 2016-10-31 2016-10-31
GODFRYPHLP 2016-11-01 2016-11-30
GODFRYPHLP 2016-12-01 2016-12-30
GODFRYPHLP 2016-12-31 2016-12-31
GODFRYPHLP 2017-01-01 2017-01-30
GODFRYPHLP 2017-01-31 2017-01-31
GODFRYPHLP 2017-02-01 2017-02-28
Repeated candle {'volume': 10, 'cdate': datetime.datetime(2017, 2, 21, 13, 27), 'high': 1037.05, 'low': 1037.05, 'close': 1037.05, 'tradingsymbol_no': 16, 'open': 1037.05}
GODFRYPHLP 2017-03-01 2017-03-30
GODFRYPHLP 2017-03-31 2017-03-31
GODFRYPHLP 2017-04-01 2017-04-30
GODFRYPHLP 2017-05-01 2017-05-30
GODFRYPHLP 2017-05-31 2017-05-31
GODFRYPHLP 2017-06-01 2017-06-30
GODREJCP 2016-09-01 2016-09-30
GODREJCP 2016-10-01 2016-10-30
GODREJCP 2016-10-31 2016-10-31
GODREJCP 2016-11-01 2016-11-30
GODREJCP 2016-12-01 2016-12-30
GODREJCP 2016-12-31 2016-12-31
GODREJCP 2017-01-01 2017-01-30
GODREJCP 2017-01-31 2017-01-31
GODREJCP 2017-02-01 2017-02-28
Commited candles: 5400000
GODREJCP 2017-03-01 2017-03-30
GODREJCP 2017-03-31 2017-03-31
GODREJCP 2017-04-01 2017-04-30
GODREJCP 2017-05-01 2017-05-30
GODREJCP 2017-05-31 2017-05-31
GODREJCP 2017-06-01 2017-06-30
GODREJIND 2016-09-01 2016-09-30
GODREJIND 2016-10-01 2016-10-30
GODREJIND 2016-10-31 2016-10-31
GODREJIND 2016-11-01 2016-11-30
GODREJIND 2016-12-01 2016-12-30
GODREJIND 2016-12-31 2016-12-31
GODREJIND 2017-01-01 2017-01-30
GODREJIND 2017-01-31 2017-01-31
GODREJIND 2017-02-01 2017-02-28
GODREJIND 2017-03-01 2017-03-30
GODREJIND 2017-03-31 2017-03-31
GODREJIND 2017-04-01 2017-04-30
GODREJIND 2017-05-01 2017-05-30
GODREJIND 2017-05-31 2017-05-31
GODREJIND 2017-06-01 2017-06-30
GRANULES 2016-09-01 2016-09-30
GRANULES 2016-10-01 2016-10-30
GRANULES 2016-10-31 2016-10-31
GRANULES 2016-11-01 2016-11-30
GRANULES 2016-12-01 2016-12-30
GRANULES 2016-12-31 2016-12-31
GRANULES 2017-01-01 2017-01-30
GRANULES 2017-01-31 2017-01-31
GRANULES 2017-02-01 2017-02-28
Commited candles: 5550000
GRANULES 2017-03-01 2017-03-30
GRANULES 2017-03-31 2017-03-31
GRANULES 2017-04-01 2017-04-30
GRANULES 2017-05-01 2017-05-30
GRANULES 2017-05-31 2017-05-31
GRANULES 2017-06-01 2017-06-30
GRASIM 2016-09-01 2016-09-30
GRASIM 2016-10-01 2016-10-30
GRASIM 2016-10-31 2016-10-31
GRASIM 2016-11-01 2016-11-30
GRASIM 2016-12-01 2016-12-30
GRASIM 2016-12-31 2016-12-31
GRASIM 2017-01-01 2017-01-30
GRASIM 2017-01-31 2017-01-31
GRASIM 2017-02-01 2017-02-28
GRASIM 2017-03-01 2017-03-30
GRASIM 2017-03-31 2017-03-31
GRASIM 2017-04-01 2017-04-30
GRASIM 2017-05-01 2017-05-30
GRASIM 2017-05-31 2017-05-31
GRASIM 2017-06-01 2017-06-30
GSFC 2016-09-01 2016-09-30
GSFC 2016-10-01 2016-10-30
GSFC 2016-10-31 2016-10-31
GSFC 2016-11-01 2016-11-30
GSFC 2016-12-01 2016-12-30
GSFC 2016-12-31 2016-12-31
GSFC 2017-01-01 2017-01-30
GSFC 2017-01-31 2017-01-31
GSFC 2017-02-01 2017-02-28
Commited candles: 5700000
GSFC 2017-03-01 2017-03-30
GSFC 2017-03-31 2017-03-31
GSFC 2017-04-01 2017-04-30
GSFC 2017-05-01 2017-05-30
GSFC 2017-05-31 2017-05-31
GSFC 2017-06-01 2017-06-30
HAVELLS 2016-09-01 2016-09-30
HAVELLS 2016-10-01 2016-10-30
HAVELLS 2016-10-31 2016-10-31
HAVELLS 2016-11-01 2016-11-30
HAVELLS 2016-12-01 2016-12-30
HAVELLS 2016-12-31 2016-12-31
HAVELLS 2017-01-01 2017-01-30
HAVELLS 2017-01-31 2017-01-31
HAVELLS 2017-02-01 2017-02-28
HAVELLS 2017-03-01 2017-03-30
HAVELLS 2017-03-31 2017-03-31
HAVELLS 2017-04-01 2017-04-30
HAVELLS 2017-05-01 2017-05-30
HAVELLS 2017-05-31 2017-05-31
HAVELLS 2017-06-01 2017-06-30
HCC 2016-09-01 2016-09-30
HCC 2016-10-01 2016-10-30
HCC 2016-10-31 2016-10-31
HCC 2016-11-01 2016-11-30
HCC 2016-12-01 2016-12-30
HCC 2016-12-31 2016-12-31
HCC 2017-01-01 2017-01-30
Commited candles: 5850000
HCC 2017-01-31 2017-01-31
HCC 2017-02-01 2017-02-28
HCC 2017-03-01 2017-03-30
HCC 2017-03-31 2017-03-31
HCC 2017-04-01 2017-04-30
HCC 2017-05-01 2017-05-30
HCC 2017-05-31 2017-05-31
HCC 2017-06-01 2017-06-30
HCLTECH 2016-09-01 2016-09-30
HCLTECH 2016-10-01 2016-10-30
HCLTECH 2016-10-31 2016-10-31
HCLTECH 2016-11-01 2016-11-30
HCLTECH 2016-12-01 2016-12-30
HCLTECH 2016-12-31 2016-12-31
HCLTECH 2017-01-01 2017-01-30
HCLTECH 2017-01-31 2017-01-31
HCLTECH 2017-02-01 2017-02-28
HCLTECH 2017-03-01 2017-03-30
HCLTECH 2017-03-31 2017-03-31
HCLTECH 2017-04-01 2017-04-30
HCLTECH 2017-05-01 2017-05-30
HCLTECH 2017-05-31 2017-05-31
HCLTECH 2017-06-01 2017-06-30
HDFC 2016-09-01 2016-09-30
HDFC 2016-10-01 2016-10-30
HDFC 2016-10-31 2016-10-31
HDFC 2016-11-01 2016-11-30
HDFC 2016-12-01 2016-12-30
HDFC 2016-12-31 2016-12-31
HDFC 2017-01-01 2017-01-30
Commited candles: 6000000
HDFC 2017-01-31 2017-01-31
HDFC 2017-02-01 2017-02-28
HDFC 2017-03-01 2017-03-30
HDFC 2017-03-31 2017-03-31
HDFC 2017-04-01 2017-04-30
HDFC 2017-05-01 2017-05-30
HDFC 2017-05-31 2017-05-31
HDFC 2017-06-01 2017-06-30
HDFCBANK 2016-09-01 2016-09-30
HDFCBANK 2016-10-01 2016-10-30
HDFCBANK 2016-10-31 2016-10-31
HDFCBANK 2016-11-01 2016-11-30
HDFCBANK 2016-12-01 2016-12-30
HDFCBANK 2016-12-31 2016-12-31
HDFCBANK 2017-01-01 2017-01-30
HDFCBANK 2017-01-31 2017-01-31
HDFCBANK 2017-02-01 2017-02-28
HDFCBANK 2017-03-01 2017-03-30
HDFCBANK 2017-03-31 2017-03-31
HDFCBANK 2017-04-01 2017-04-30
HDFCBANK 2017-05-01 2017-05-30
HDFCBANK 2017-05-31 2017-05-31
HDFCBANK 2017-06-01 2017-06-30
HDIL 2016-09-01 2016-09-30
HDIL 2016-10-01 2016-10-30
HDIL 2016-10-31 2016-10-31
HDIL 2016-11-01 2016-11-30
HDIL 2016-12-01 2016-12-30
Commited candles: 6150000
HDIL 2016-12-31 2016-12-31
HDIL 2017-01-01 2017-01-30
HDIL 2017-01-31 2017-01-31
HDIL 2017-02-01 2017-02-28
HDIL 2017-03-01 2017-03-30
HDIL 2017-03-31 2017-03-31
HDIL 2017-04-01 2017-04-30
HDIL 2017-05-01 2017-05-30
HDIL 2017-05-31 2017-05-31
HDIL 2017-06-01 2017-06-30
HEROMOTOCO 2016-09-01 2016-09-30
HEROMOTOCO 2016-10-01 2016-10-30
HEROMOTOCO 2016-10-31 2016-10-31
HEROMOTOCO 2016-11-01 2016-11-30
HEROMOTOCO 2016-12-01 2016-12-30
HEROMOTOCO 2016-12-31 2016-12-31
HEROMOTOCO 2017-01-01 2017-01-30
HEROMOTOCO 2017-01-31 2017-01-31
HEROMOTOCO 2017-02-01 2017-02-28
HEROMOTOCO 2017-03-01 2017-03-30
HEROMOTOCO 2017-03-31 2017-03-31
HEROMOTOCO 2017-04-01 2017-04-30
HEROMOTOCO 2017-05-01 2017-05-30
HEROMOTOCO 2017-05-31 2017-05-31
HEROMOTOCO 2017-06-01 2017-06-30
HEXAWARE 2016-09-01 2016-09-30
HEXAWARE 2016-10-01 2016-10-30
HEXAWARE 2016-10-31 2016-10-31
HEXAWARE 2016-11-01 2016-11-30
HEXAWARE 2016-12-01 2016-12-30
Commited candles: 6300000
HEXAWARE 2016-12-31 2016-12-31
HEXAWARE 2017-01-01 2017-01-30
HEXAWARE 2017-01-31 2017-01-31
HEXAWARE 2017-02-01 2017-02-28
HEXAWARE 2017-03-01 2017-03-30
HEXAWARE 2017-03-31 2017-03-31
HEXAWARE 2017-04-01 2017-04-30
HEXAWARE 2017-05-01 2017-05-30
HEXAWARE 2017-05-31 2017-05-31
HEXAWARE 2017-06-01 2017-06-30
HINDALCO 2016-09-01 2016-09-30
HINDALCO 2016-10-01 2016-10-30
HINDALCO 2016-10-31 2016-10-31
HINDALCO 2016-11-01 2016-11-30
HINDALCO 2016-12-01 2016-12-30
HINDALCO 2016-12-31 2016-12-31
HINDALCO 2017-01-01 2017-01-30
HINDALCO 2017-01-31 2017-01-31
HINDALCO 2017-02-01 2017-02-28
HINDALCO 2017-03-01 2017-03-30
HINDALCO 2017-03-31 2017-03-31
HINDALCO 2017-04-01 2017-04-30
HINDALCO 2017-05-01 2017-05-30
HINDALCO 2017-05-31 2017-05-31
HINDALCO 2017-06-01 2017-06-30
HINDPETRO 2016-09-01 2016-09-30
HINDPETRO 2016-10-01 2016-10-30
HINDPETRO 2016-10-31 2016-10-31
HINDPETRO 2016-11-01 2016-11-30
HINDPETRO 2016-12-01 2016-12-30
Commited candles: 6450000
HINDPETRO 2016-12-31 2016-12-31
HINDPETRO 2017-01-01 2017-01-30
