instrument_type	expiry	tick_size	name	lot_size	tradingsymbol	instrument_token	strike	exchange	segment	exchange_token	last_price
EQ		0.05	SINTEX INDUSTRIES	1	SINTEX-BL	3267329	0	NSE	NSE	12763	0
EQ		0.05	SIRPUR PAPER MILLS	1	SIRPAPER-BL	3267585	0	NSE	NSE	12764	0
EQ		0.05	SIYARAM SILK MILLS	1	SIYSIL	3608577	0	NSE	NSE	14096	0
EQ		0.05	SKF INDIA	1	SKFINDIA-BE	1817345	0	NSE	NSE	7099	0
EQ		0.05	SKF INDIA	1	SKFINDIA-BL	3267841	0	NSE	NSE	12765	0
EQ		0.05	SKIL INFRASTRUCTURE	1	SKIL	1164801	0	NSE	NSE	4550	0
EQ		0.05	SOFTWARE TECHNOLOGY GROUP	1	SOFTTECHGR-BE	2078977	0	NSE	NSE	8121	0
EQ		0.05	SOMI CONVEYOR BELT.	1	SOMICONVEY-BE	4556289	0	NSE	NSE	17798	0
EQ		0.05	SONA KOYO STER SYS	1	SONASTEER-BL	3269121	0	NSE	NSE	12770	0
EQ		0.05	THE SOUTH INDIAN BANK	1	SOUTHBANK-BE	2252545	0	NSE	NSE	8799	0
EQ		0.05	SPHERE GLOBAL SERVICE	1	SPHEREGSL-BE	2212865	0	NSE	NSE	8644	0
EQ		0.05	SPIC	1	SPIC	832513	0	NSE	NSE	3252	0
EQ		0.05	HENKEL SPIC (I) DEPO	1	SPICFINE-BE	1843969	0	NSE	NSE	7203	0
EQ		0.05	SREELEATHERS	1	SREEL-BE	8151297	0	NSE	NSE	31841	0
EQ		0.01	SRNCD SR III	1	SREIBNPNCD-N3	2322433	0	NSE	NSE	9072	0
EQ		0.01	10.25% SRNCD SR VIII	1	SREIBNPNCD-N8	2329089	0	NSE	NSE	9098	0
EQ		0.01	9.25% SRNCD SR III A	1	SREIBNPNCD-NE	4991489	0	NSE	NSE	19498	0
EQ		0.01	9.50% SRNCD SR III B	1	SREIBNPNCD-NF	4992001	0	NSE	NSE	19500	0
EQ		0.01	SRNCD SR VII B	1	SREIBNPNCD-NN	5004289	0	NSE	NSE	19548	0
EQ		0.01	11.50% PA SN SV C-I&II	1	SREINFRA-NS	900353	0	NSE	NSE	3517	0
EQ		0.01	SEC RED NCD 9.35% SR. II	1	SREINFRA-NW	4791041	0	NSE	NSE	18715	0
EQ		0.05	SRF	1	SRF-BL	3270913	0	NSE	NSE	12777	0
EQ		0.05	SRIKALAHASTHI PIPES	1	SRIPIPES-BE	3822337	0	NSE	NSE	14931	0
EQ		0.05	SRS	1	SRSLTD-BL	6473985	0	NSE	NSE	25289	0
EQ		0.05	SHIRPUR GOLD REFINERY	1	SHIRPUR-G-BE	2511617	0	NSE	NSE	9811	0
EQ		0.05	SHIRPUR GOLD REFINERY	1	SHIRPUR-G-BL	3305473	0	NSE	NSE	12912	0
EQ		0.05	SHIVAM AUTO.LTD	1	SHIVAMAUTO-BL	3522305	0	NSE	NSE	13759	0
EQ		0.05	SHRI LAKSHMI COTSYN	1	SHLAKSHMI	3869185	0	NSE	NSE	15114	0
EQ		0.05	SHR DIGVIJAY CEM DEPO SET	1	SHREDIGCEM-BE	1452801	0	NSE	NSE	5675	0
EQ		0.05	SHR ASTHVIN CINE VIS	1	SHREEASHTA-BE	3583233	0	NSE	NSE	13997	0
EQ		0.05	SHRENIK	1	SHRENIK-SM	5453057	0	NSE	NSE	21301	0
EQ		0.05	SHRENUJ & CO	1	SHRENUJ	797953	0	NSE	NSE	3117	0
EQ		0.05	ARCHANA SOFTWARE-DEPO	1	SSLFINANCE-BE	1991425	0	NSE	NSE	7779	0
EQ		0.05	STEEL STRIPS WHEELS	1	SSWL	3028225	0	NSE	NSE	11829	0
EQ		0.05	STAR CEMENT	1	STARCEMENT-BE	5401857	0	NSE	NSE	21101	0
EQ		0.05	STEEL EXCHANGE INDIA	1	STEELXIND-BL	5463553	0	NSE	NSE	21342	0
EQ		0.05	STERLING TOOLS	1	STERTOOLS-BL	3374081	0	NSE	NSE	13180	0
EQ		0.05	STERLING TOOLS	1	STERTOOLS	1100545	0	NSE	NSE	4299	0
EQ		0.05	STERLITE TECHNOLOGIES	1	STRTECH-BL	3272961	0	NSE	NSE	12785	0
EQ		0.05	SUBEX	1	SUBEX	2867969	0	NSE	NSE	11203	0
EQ		0.05	SUMMIT SECURITIES	1	SUMMITSEC-BL	5447169	0	NSE	NSE	21278	0
EQ		0.05	SUNDARAM CLAYTON	1	SUNCLAYLTD-BE	7426817	0	NSE	NSE	29011	0
EQ		0.05	SUNDARAM FINANCE	1	SUNDARMFIN-BE	1990145	0	NSE	NSE	7774	0
EQ		0.05	SUNDARAM FINANCE	1	SUNDARMFIN	854785	0	NSE	NSE	3339	0
EQ		0.05	SUNFLAG IRON AND STEEL CO	1	SUNFLAG	857089	0	NSE	NSE	3348	0
EQ		0.05	SUN PHARMACEUTICAL IND L	1	SUNPHARMA-BE	1233665	0	NSE	NSE	4819	0
EQ		0.05	SUVEN LIFE SCIENCES	1	SUVEN-BL	3278081	0	NSE	NSE	12805	0
EQ		0.05	SWAN ENERGY	1	SWANENERGY	6936321	0	NSE	NSE	27095	0
EQ		0.05	SWARAJ ENGINES	1	SWARAJENG-BL	3278593	0	NSE	NSE	12807	0
EQ		0.05	SWARAJ ENGINES	1	SWARAJENG	866305	0	NSE	NSE	3384	0
EQ		0.05	SWELECT ENERGY SYS	1	SWELECTES-BE	3049473	0	NSE	NSE	11912	0
EQ		0.05	SYMPHONY	1	SYMPHONY-BL	6193409	0	NSE	NSE	24193	0
EQ		0.05	SYNDICATE BANK	1	SYNDIBANK-BL	3279105	0	NSE	NSE	12809	0
EQ		0.05	SYNGENE INTERNATIONAL	1	SYNGENE-BE	2622465	0	NSE	NSE	10244	0
EQ		0.05	TALWALKAR FITNESS	1	TALWALKARS-BL	4812801	0	NSE	NSE	18800	0
EQ		0.05	TALWALKAR FITNESS	1	TALWALKARS	4812033	0	NSE	NSE	18797	0
EQ		0.05	TANLA SOLUTIONS	1	TANLA	3577857	0	NSE	NSE	13976	0
EQ		0.05	TANTIA CONST	1	TANTIACONS-BE	3916033	0	NSE	NSE	15297	0
EQ		0.05	TATA INFOTECH	1	TATAUNISYS	880897	0	NSE	NSE	3441	0
EQ		0.05	TATAYODOGAWA	1	TATAYODOGA-BE	2508545	0	NSE	NSE	9799	0
EQ		0.01	NCD 9.75 % PA OPT II	1	TCFSL-N7	420097	0	NSE	NSE	1641	0
EQ		0.05	TRANSPORT CORPN OF INDIA	1	TCI-BL	3282689	0	NSE	NSE	12823	0
EQ		0.05	TEAMLEASE SERVICES	1	TEAMLEASE-BL	3265025	0	NSE	NSE	12754	0
EQ		0.05	TECHNO ELT & ENG CO.	1	TECHNO-BE	5245185	0	NSE	NSE	20489	0
EQ		0.05	TECHNO ELT & ENG CO.	1	TECHNO	5244161	0	NSE	NSE	20485	0
EQ		0.05	TECHNOFAB ENG	1	TECHNOFAB-BE	4913665	0	NSE	NSE	19194	0
EQ		0.05	TEJAS NETWORKS	1	TEJASNET-BE	5410561	0	NSE	NSE	21135	0
EQ		0.05	TEJAS NETWORKS	1	TEJASNET	5409537	0	NSE	NSE	21131	0
EQ		0.05	TOURISM FINANCE CORP. OF	1	TFCILTD-BL	3283969	0	NSE	NSE	12828	0
EQ		0.05	TRANSWARRANTY FIN.	1	TFL-BE	3666689	0	NSE	NSE	14323	0
EQ		0.05	TRANSWARRANTY FIN.	1	TFL	3665665	0	NSE	NSE	14319	0
EQ		0.05	TGB BANQUETS&HOTELS	1	TGBHOTELS-BE	3740417	0	NSE	NSE	14611	0
EQ		0.05	THANGAMAYIL JEWELLERY	1	THANGAMAYL-BL	4638977	0	NSE	NSE	18121	0
EQ		0.05	TIMES GUARANTY	1	TIMESGTY-BE	2871553	0	NSE	NSE	11217	0
EQ		0.05	TAMILNADU PETROPRODUCTS L	1	TNPETRO-BE	1340161	0	NSE	NSE	5235	0
EQ		0.05	TAMILNADUTELECOM-ROLLSETT	1	TNTELE-BL	3112961	0	NSE	NSE	12160	0
EQ		0.05	TOLANI BULK CARRIERS	1	TOLANIBULK-BE	2272257	0	NSE	NSE	8876	0
EQ		0.05	TORRENT PHARMACEUTICALS L	1	TORNTPHARM-BL	3287041	0	NSE	NSE	12840	0
EQ		0.05	TRANSPEK INDUSTRY	1	TRANSPEK	903937	0	NSE	NSE	3531	0
EQ		0.05	TRICOM INDIA	1	TRICOM	3546625	0	NSE	NSE	13854	0
EQ		0.05	TRIGYN TECHNOLOGIES	1	TRIGYN-BL	3288065	0	NSE	NSE	12844	0
EQ		0.05	T T	1	TTL-BL	3665153	0	NSE	NSE	14317	0
EQ		0.05	SUNTECK REALTY	1	SUNTECK-BE	4517121	0	NSE	NSE	17645	0
EQ		0.05	SUPERHOUSE	1	SUPERHOUSE-BL	5278465	0	NSE	NSE	20619	0
EQ		0.05	SUPREME PETROCHEMICALS LT	1	SUPPETRO	860161	0	NSE	NSE	3360	0
EQ		0.05	SUPRAJIT ENGINEERING	1	SUPRAJIT-BE	2993153	0	NSE	NSE	11692	0
EQ		0.05	SUPREME INFRA.	1	SUPREMEINF-BL	3841281	0	NSE	NSE	15005	0
EQ		0.05	SURYAJYOTI SPIN.MILLS	1	SURYAJYOTI-BZ	4717569	0	NSE	NSE	18428	0
EQ		0.05	TVS ELECTRONICS	1	TVSELECT-BE	3358721	0	NSE	NSE	13120	0
EQ		0.05	TVS SRICHAKRA	1	TVSSRICHAK-BE	3647745	0	NSE	NSE	14249	0
EQ		0.05	UNITED BREW. (HOLD.)	1	UBHOLDINGS-BE	4263681	0	NSE	NSE	16655	0
EQ		0.05	UFO MOVIEZ INDIA	1	UFO-BE	2317569	0	NSE	NSE	9053	0
EQ		0.05	THE UGAR SUGAR WORKS	1	UGARSUGAR-BE	5012993	0	NSE	NSE	19582	0
EQ		0.05	UJJIVAN FIN. SERVC.	1	UJJIVAN-BL	4370433	0	NSE	NSE	17072	0
EQ		0.05	UNION BANK OF INDIA	1	UNIONBANK	2752769	0	NSE	NSE	10753	0
EQ		0.05	UNITED NILGIRI TEA	1	UNITEDTEA	4607745	0	NSE	NSE	17999	0
EQ		0.05	UNIVERSAL CABLES	1	UNIVCABLES-BE	1505025	0	NSE	NSE	5879	0
EQ		0.05	UTTAM GALVA STEELS	1	UTTAMSTL-BL	3293185	0	NSE	NSE	12864	0
EQ		0.05	UTTAM VALUE STEELS	1	UVSL-BE	4478209	0	NSE	NSE	17493	0
EQ		0.05	V2 RETAIL	1	V2RETAIL-BE	3781121	0	NSE	NSE	14770	0
EQ		0.05	VADILAL INDUSTRIES	1	VADILALIND-BE	6195201	0	NSE	NSE	24200	0
EQ		0.05	VAIBHAV GLOBAL	1	VAIBHAVGBL	2909185	0	NSE	NSE	11364	0
EQ		0.05	VALECHA ENG.	1	VALECHAENG-BE	3471105	0	NSE	NSE	13559	0
EQ		0.05	VASCON ENGINEERS	1	VASCONEQ-BE	4637185	0	NSE	NSE	18114	0
EQ		0.05	VICEROY HOTELS	1	VICEROY-BE	3816193	0	NSE	NSE	14907	0
EQ		0.05	VIDHI SPCLTY F INGRDNTS L	1	VIDHIING-BE	3483393	0	NSE	NSE	13607	0
EQ		0.05	VIJAYA BANK	1	VIJAYABANK-BE	2427649	0	NSE	NSE	9483	0
EQ		0.05	VIJAY SHANTHI BUILD	1	VIJSHAN-BL	4266497	0	NSE	NSE	16666	0
EQ		0.05	VINYL CHEMICALS (I)	1	VINYLINDIA	4306177	0	NSE	NSE	16821	0
EQ		0.05	VIP CLOTHING	1	VIPCLOTHNG	3799809	0	NSE	NSE	14843	0
EQ		0.05	VISU INTERNATIONAL	1	VISUINTL	3567105	0	NSE	NSE	13934	0
EQ		0.05	VISAGAR POLYTEX	1	VIVIDHA-BL	7649281	0	NSE	NSE	29880	0
EQ		0.05	VIVIMED LABS	1	VIVIMEDLAB-BE	3063809	0	NSE	NSE	11968	0
EQ		0.05	VKS PROJECTS	1	VKSPL-BL	6982401	0	NSE	NSE	27275	0
EQ		0.05	VMART RETAIL	1	VMART-BE	7497729	0	NSE	NSE	29288	0
EQ		0.05	VMART RETAIL	1	VMART-BL	7497473	0	NSE	NSE	29287	0
EQ		0.05	WALCHANDNAGAR INDUSTRIES	1	WALCHANNAG-BL	3115009	0	NSE	NSE	12168	0
EQ		0.05	WANBURY	1	WANBURY-BL	3600897	0	NSE	NSE	14066	0
EQ		0.05	WHIRLPOOL OF INDIA	1	WHIRLPOOL-BE	4611841	0	NSE	NSE	18015	0
EQ		0.05	WHIRLPOOL OF INDIA	1	WHIRLPOOL	4610817	0	NSE	NSE	18011	0
EQ		0.05	WIM PLAST	1	WIMPLAST-BE	1984769	0	NSE	NSE	7753	0
EQ		0.05	WINSOME YARNS	1	WINSOME-BL	6411265	0	NSE	NSE	25044	0
EQ		0.05	WOCKHARDT	1	WOCKPHARMA-BL	3301377	0	NSE	NSE	12896	0
EQ		0.05	XPRO INDIA	1	XPROINDIA-BE	2920961	0	NSE	NSE	11410	0
EQ		0.05	XPRO INDIA	1	XPROINDIA	2920193	0	NSE	NSE	11407	0
EQ		0.05	ZENITH BIRLA (INDIA)	1	ZENITHBIR	3727873	0	NSE	NSE	14562	0
EQ		0.05	ZENITH INFOTECH	1	ZENITHINFO-BL	3116033	0	NSE	NSE	12172	0
EQ		0.05	ZENITH INFOTECH	1	ZENITHINFO	1900801	0	NSE	NSE	7425	0
EQ		0.05	ZUARI GLOBAL	1	ZUARIGLOB	979713	0	NSE	NSE	3827	0
EQ		0.05	VASWANI IND	1	VASWANI	6487041	0	NSE	NSE	25340	0
EQ		0.05	VETO SWITCHGEAR CABLE	1	VETO	2214913	0	NSE	NSE	8652	0
EQ		0.05	AURANGABAD DISTILLERY	1	AURDIS-SM	4803073	0	NSE	NSE	18762	0
EQ		0.05	AXIS MF - AXIS GOLD ETF	1	AXISGOLD	5256193	0	NSE	NSE	20532	0
EQ		0.05	BAFNA PHARMACEUTICALS L	1	BAFNAPHARM-BE	7435009	0	NSE	NSE	29043	0
EQ		0.05	B.A.G FILMS AND MEDIA	1	BAGFILMS	2873857	0	NSE	NSE	11226	0
EQ		0.05	BARTRONICS INDIA	1	BARTRONICS	3368705	0	NSE	NSE	13159	0
EQ		0.05	BHARATI DEF & INFRA	1	BHARATIDIL-BL	3138561	0	NSE	NSE	12260	0
EQ		0.05	BTRFLY GANDHI APPL	1	BUTTERFLY-BL	697601	0	NSE	NSE	2725	0
EQ		0.05	CADILA HEALTHCARE - DEPO	1	CADILAHC-BE	2032641	0	NSE	NSE	7940	0
EQ		0.05	CANFIN HOMES	1	CANFINHOME-BE	2407169	0	NSE	NSE	9403	0
EQ		0.05	CARBORUNDUM UNIVERSAL	1	CARBORUNIV	152321	0	NSE	NSE	595	0
EQ		0.05	CASTEX TECHNOLOGIES	1	CASTEXTECH-BE	3044097	0	NSE	NSE	11891	0
EQ		0.05	CITURGIA BIOCHEMICALS	1	CITURGIBIO	179201	0	NSE	NSE	700	0
EQ		0.05	COFFEE DAY ENTERPRISE	1	COFFEEDAY-BE	2859265	0	NSE	NSE	11169	0
EQ		0.05	CORPBANK  DEPO (RS)	1	CORPBANK-BE	1319681	0	NSE	NSE	5155	0
EQ		0.05	CREST ANIMATION STUDIOS L	1	CRESTANI-BL	3088385	0	NSE	NSE	12064	0
EQ		0.05	DEEPAK FERTILIZERS & PETR	1	DEEPAKFERT-BL	3155713	0	NSE	NSE	12327	0
EQ		0.05	DEEPAK NITRITE	1	DEEPAKNTR-BE	5106433	0	NSE	NSE	19947	0
EQ		0.05	DUNCANS INDUSTRIES	1	DUNCANSIND-BL	3089921	0	NSE	NSE	12070	0
EQ		0.05	EICHER MOTORS	1	EICHERMOT	232961	0	NSE	NSE	910	0
EQ		0.05	EMAMI INFRASTRUCTURE	1	EMAMIINFRA	4934913	0	NSE	NSE	19277	0
EQ		0.05	EMPEE SUGAR AND CHEM	1	EMPEESUG-BE	4965889	0	NSE	NSE	19398	0
EQ		0.05	EUROTEX IND & EXPORTS	1	EUROTEXIND-BE	2274817	0	NSE	NSE	8886	0
EQ		0.05	EUROTEX INDUSTRIES	1	EUROTEXIND-BL	3163393	0	NSE	NSE	12357	0
EQ		0.05	FARMAX INDIA	1	FARMAXIND-BL	4997633	0	NSE	NSE	19522	0
EQ		0.05	FEDDERS ELECTRIC & ENG LT	1	FEDDERELEC-BE	2297857	0	NSE	NSE	8976	0
EQ		0.05	FORTIS HEALTHCARE	1	FORTIS-BE	3736577	0	NSE	NSE	14596	0
EQ		0.05	FORTUNE FIN SERV (I)	1	FORTUNEFIN-BE	5486337	0	NSE	NSE	21431	0
EQ		0.05	FORTUNE FIN SERV (I)	1	FORTUNEFIN-BL	5486081	0	NSE	NSE	21430	0
EQ		0.05	FORTUNE FIN SERV (I)	1	FORTUNEFIN	5485313	0	NSE	NSE	21427	0
EQ		0.05	GANESH BENZOPLAST	1	GANESHBENZ-BE	1625345	0	NSE	NSE	6349	0
EQ		0.05	GANESH HOUSING CORP	1	GANESHHOUC	3670785	0	NSE	NSE	14339	0
EQ		0.05	GEOJIT FINANCIAL SER L	1	GEOJITFSL-BE	3046145	0	NSE	NSE	11899	0
EQ		0.05	GIC MUTUAL FUND-BAL FD	1	GICBAL-BE	2652673	0	NSE	NSE	10362	0
EQ		0.05	GILLANDERS ARBUTHNOT	1	GILLANDERS	4566785	0	NSE	NSE	17839	0
EQ		0.05	RELIANCE ETF GOLD BEES	1	GOLDBEES-BL	3693825	0	NSE	NSE	14429	0
EQ		0.05	ASIAN HOTELS (EAST)	1	AHLEAST-BE	4977153	0	NSE	NSE	19442	0
EQ		0.05	ALMONDZ GLOBAL SEC	1	ALMONDZ-BE	4281089	0	NSE	NSE	16723	0
EQ		0.05	AMBIKA COTTON MILL	1	AMBIKCO-BL	3900673	0	NSE	NSE	15237	0
EQ		0.05	APL APOLLO TUBES	1	APLAPOLLO-BL	6600449	0	NSE	NSE	25783	0
EQ		0.05	ARIHANT SUPERSTRUCT	1	ARIHANTSUP-BE	5164801	0	NSE	NSE	20175	0
EQ		0.05	ART NIRMAN	1	ARTNIRMAN-SM	4811777	0	NSE	NSE	18796	0
EQ		0.05	ORIENT GREEN POWER CO	1	GREENPOWER-BL	5148929	0	NSE	NSE	20113	0
EQ		0.05	GUJARAT SIDHEE CEM.	1	GSCLCEMENT-BE	7642369	0	NSE	NSE	29853	0
EQ		0.05	GLAXOSMITHKLINE CONSUMER	1	GSKCONS-BE	1491457	0	NSE	NSE	5826	0
EQ		0.05	GUJ NRE DVR 'B' CLASS	1	GUJNREDVR	4840961	0	NSE	NSE	18910	0
EQ		0.05	HARRISON MALAYALAM	1	HARRMALAYA-BL	3180801	0	NSE	NSE	12425	0
EQ		0.01	8.10 NCD 05MAR22 FV 1000	1	HUDCO-N3	7997953	0	NSE	NSE	31242	0
EQ		0.01	SEC RED NCD 8.65% SR. V	1	IBULHSGFIN-N8	4767745	0	NSE	NSE	18624	0
EQ		0.01	SEC RED NCD 8.85% SR. VI	1	IBULHSGFIN-N9	4768257	0	NSE	NSE	18626	0
EQ		0.01	UNS RED NCD SR. X	1	IBULHSGFIN-NF	4771329	0	NSE	NSE	18638	0
EQ		0.01	ICICI0301-PB3-5T-2019	1	ICICI0301-NC	2565377	0	NSE	NSE	10021	0
EQ		0.05	JMC PROJECTS (I)	1	JMCPROJECT	1134081	0	NSE	NSE	4430	0
EQ		0.05	JAIPRAKASH ASSOCIATES	1	JPASSOCIAT	2933761	0	NSE	NSE	11460	0
EQ		0.05	JYOTHY LABS	1	JYOTHYLAB-BE	3878401	0	NSE	NSE	15150	0
EQ		0.05	KANORIA CHEMICALS & INDUS	1	KANORICHEM	469761	0	NSE	NSE	1835	0
EQ		0.05	KERNEX MICROSYS(I)	1	KERNEX-BZ	5346305	0	NSE	NSE	20884	0
EQ		0.05	KOLTE PATIL DEV.	1	KOLTEPATIL	3871745	0	NSE	NSE	15124	0
EQ		0.05	KREBS BIOCHEMICALS & IND	1	KREBSBIO-BE	2018561	0	NSE	NSE	7885	0
EQ		0.05	L&T FINANCE HOLDINGS	1	L&TFH-BL	6387457	0	NSE	NSE	24951	0
EQ		0.05	LAKSHMI ENG. & FOODS	1	LAKSHMIEFL	3629825	0	NSE	NSE	14179	0
EQ		0.05	LIBERTY SHOES	1	LIBERTSHOE-BL	3214593	0	NSE	NSE	12557	0
EQ		0.05	MANPASAND BEVERAGES	1	MANPASAND	2560513	0	NSE	NSE	10002	0
EQ		0.05	MBL INFRASTRUCTURES	1	MBLINFRA-BE	4616449	0	NSE	NSE	18033	0
EQ		0.05	METALYST FORGINGS	1	METALFORGE-BE	2018049	0	NSE	NSE	7883	0
EQ		0.05	MURUDESHWAR CERAMICS	1	MURUDCERA-BE	2310145	0	NSE	NSE	9024	0
EQ		0.05	NATIONAL STEEL & AGRO IND	1	NATNLSTEEL	609025	0	NSE	NSE	2379	0
EQ		0.05	NOVARTIS INDIA	1	NOVARTIND	2305793	0	NSE	NSE	9007	0
EQ		0.05	NUCLEUS SOFTWARE EXPORTS	1	NUCLEUS-BE	3615745	0	NSE	NSE	14124	0
EQ		0.05	PALRED TECHNOLOGIES	1	PALREDTEC-BL	4367361	0	NSE	NSE	17060	0
EQ		0.05	PASUPATIACRYLON-ROLLSETT	1	PASUPTACRY-BE	2256897	0	NSE	NSE	8816	0
EQ		0.05	PERFECT INFRAENGINEER	1	PERFECT-SM	2880001	0	NSE	NSE	11250	0
EQ		0.05	PHILIPS CARBON BLACK	1	PHILIPCARB-BL	3244033	0	NSE	NSE	12672	0
EQ		0.05	PLASTIBLENDS INDIA	1	PLASTIBLEN-BE	3564545	0	NSE	NSE	13924	0
EQ		0.05	PONNIE SUGARS (ERODE)	1	PONNIERODE-BE	2871041	0	NSE	NSE	11215	0
EQ		0.05	PRISM CEMENTS	1	PRISMCEM-BL	3248129	0	NSE	NSE	12688	0
EQ		0.05	RAYMOND - DEP SETT	1	RAYMOND-BE	1537281	0	NSE	NSE	6005	0
EQ		0.05	RECKITT BENCKISER (I)	1	RECKCOLMAN	736257	0	NSE	NSE	2876	0
EQ		0.05	ROLTA INDIA - DEP SETT	1	ROLTA-BE	1531393	0	NSE	NSE	5982	0
EQ		0.05	R. S. SOFTWARE (INDIA) LI	1	RSSOFTWARE-BL	3108097	0	NSE	NSE	12141	0
EQ		0.05	RATTANINDIA INFRA	1	RTNINFRA-BE	6989057	0	NSE	NSE	27301	0
EQ		0.05	SELAN EXPLO. TECH	1	SELAN-BL	3482369	0	NSE	NSE	13603	0
EQ		0.05	SHREE GANESH FORG.	1	SGFL	3743233	0	NSE	NSE	14622	0
EQ		0.05	SH GANESH JEWEL HOUS(I)LT	1	SGJHL-BZ	5005313	0	NSE	NSE	19552	0
EQ		0.01	RELIANCE ETF SHARIAH BEES	1	SHARIABEES	4363265	0	NSE	NSE	17044	0
EQ		0.05	SHRI ASTER SILICATES	1	SHRIASTER-BE	4899841	0	NSE	NSE	19140	0
EQ		0.01	ICICI0701-PB3-5T-2019	1	ICICI0701-NB	2669057	0	NSE	NSE	10426	0
EQ		0.05	IMPEX FERRO TECH	1	IMPEXFERRO-BL	3192065	0	NSE	NSE	12469	0
EQ		0.05	INDO COUNT IND.	1	INDOCOUNT	396545	0	NSE	NSE	1549	0
EQ		0.05	IND TERRAIN FASHIONS	1	INDTERRAIN-BL	5621761	0	NSE	NSE	21960	0
EQ		0.05	INEOS STYROLUTION IND	1	INEOSSTYRO-BL	3213825	0	NSE	NSE	12554	0
EQ		0.05	INFIBEAM INCORP.	1	INFIBEAM-BL	4171777	0	NSE	NSE	16296	0
EQ		0.05	INOX LEISURE	1	INOXLEISUR-BL	3385089	0	NSE	NSE	13223	0
EQ		0.01	TAX FREE  7.35% SR. 108	1	IRFC-NM	3868673	0	NSE	NSE	15112	0
EQ		0.05	JINDAL DRILLING IND.	1	JINDRILL-BL	3553025	0	NSE	NSE	13879	0
EQ		0.05	JITF INFRALOGISTICS	1	JITFINFRA-BL	5041665	0	NSE	NSE	19694	0
EQ		0.05	SHRI ASTER SILICATES	1	SHRIASTER	4898817	0	NSE	NSE	19136	0
EQ		0.05	SILVERLINE TEC - DEP SETT	1	SILVERLINE-BE	1596929	0	NSE	NSE	6238	0
EQ		0.05	SOFTWARE TECHNOLOGY GROUP	1	SOFTTECHGR	2076673	0	NSE	NSE	8112	0
EQ		0.05	SREI INFRASTRUCTURE FINAN	1	SREINFRA	836353	0	NSE	NSE	3267	0
EQ		0.05	SRIRAM TRANSPORT FINANCE	1	SRTRANSFIN-BE	1657089	0	NSE	NSE	6473	0
EQ		0.01	BOND 10.15% PA SRN S-III	1	SRTRANSFIN-Y9	1107457	0	NSE	NSE	4326	0
EQ		0.05	STAR CEMENT	1	STARCEMENT	5399297	0	NSE	NSE	21091	0
EQ		0.05	SUNDARAM MULTI PAP	1	SUNDARAM-BL	4847105	0	NSE	NSE	18934	0
EQ		0.05	SUPRAJIT ENGINEERING	1	SUPRAJIT-BL	3276033	0	NSE	NSE	12797	0
EQ		0.05	TARA JEWELS	1	TARAJEWELS-BL	7440641	0	NSE	NSE	29065	0
EQ		0.05	TATA MOTORS	1	TATAMOTORS-BL	3281153	0	NSE	NSE	12817	0
EQ		0.05	TEXMACO INFRA & HOLDG	1	TEXINFRA-BL	3283713	0	NSE	NSE	12827	0
EQ		0.05	TIME TECHNOPLAST	1	TIMETECHNO-BE	3766017	0	NSE	NSE	14711	0
EQ		0.05	THIRUMALAI CHEMICALS	1	TIRUMALCHM-BL	3285505	0	NSE	NSE	12834	0
EQ		0.05	TRIVENI ENGG. & INDS.	1	TRIVENI-BL	3349761	0	NSE	NSE	13085	0
EQ		0.05	TTK HEALTHCARE	1	TTKHLTCARE	2910465	0	NSE	NSE	11369	0
EQ		0.05	UNITED BREWERIES	1	UBL	4278529	0	NSE	NSE	16713	0
EQ		0.05	ZUARI AGRO CHEMICALS	1	ZUARI-BE	7437825	0	NSE	NSE	29054	0
EQ		0.05	CHENNAI PETROLEUM CORP LT	1	CHENNPETRO-BL	3147777	0	NSE	NSE	12296	0
EQ		0.05	HITECH CORPORATION	1	HITECHCORP-BE	3882241	0	NSE	NSE	15165	0
EQ		0.05	INTERNATIONAL TRAVEL HOUS	1	INTLTRAVHS	413441	0	NSE	NSE	1615	0
EQ		0.05	ORIENTAL BANK OF COMMERCE	1	ORIENTBANK-BL	3238145	0	NSE	NSE	12649	0
EQ		0.05	ORIENT PAPER AND INDS	1	ORIENTPPR-BL	3238913	0	NSE	NSE	12652	0
EQ		0.05	SHANTI OVERSEAS (IND)	1	SHANTI-SM	5487105	0	NSE	NSE	21434	0
EQ		0.05	UNITED BREW. (HOLD.)	1	UBHOLDINGS-BZ	5441793	0	NSE	NSE	21257	0
EQ		0.05	VESUVIUS INDIA	1	VESUVIUS	941057	0	NSE	NSE	3676	0
EQ		0.05	SOFTWARE TECHNOLOGY GROUP	1	SOFTTECHGR-BZ	5492225	0	NSE	NSE	21454	0
EQ		0.05	TOTAL TRANSPORT SYS	1	TOTAL-SM	5490433	0	NSE	NSE	21447	0
EQ		0.05	OPTIEMUS INFRACOM	1	OPTIEMUS-BL	5496833	0	NSE	NSE	21472	0
EQ		0.05	OPTIEMUS INFRACOM	1	OPTIEMUS	5496065	0	NSE	NSE	21469	0
EQ		0.01	SGB2.50%JUL2025SR-II17-18	1	SGBJUL25-GB	5498113	0	NSE	NSE	21477	0
EQ		0.05	SINTEX PLASTICS TECH	1	SPTL-BE	5495297	0	NSE	NSE	21466	0
EQ		0.05	SINTEX PLASTICS TECH	1	SPTL-BL	5495041	0	NSE	NSE	21465	0
EQ		0.05	SINTEX PLASTICS TECH	1	SPTL	5494273	0	NSE	NSE	21462	0
